Intake number,Address,Manual Status,Status,Verification
4128,5847 JAMES DR #A PARADISE CA 95969,,Destroyed (>50%),unverified
4129,762 ROE RD PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4130,5842 JAMES DR #D PARADISE CA 95969,,No Visible Damage,unverified
4131,8837 skwy RD #B PARADISE CA 95969,,Destroyed (>50%),unverified
4132,6434 WOODWARD DR #A MAGALIA CA 95954,,No Visible Damage,unverified
4133,937 DEER CREEK LN PARADISE CA. CA 95969,,Destroyed (>50%),unverified
4134,5291 BENNETT RD PARADISE CA 95969,,Destroyed (>50%),unverified
4135,6674 PANTZ RD #126 PARADISE CA 95969,,Destroyed (>50%),unverified
4136,1077 SHADOWBROOK WAY #5 PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4137,8392 MONTNA DR PARADISE CA 95969,,Destroyed (>50%),unverified
4138,1446 MAYHEW LN PARADISE CA 95969,,Destroyed (>50%),unverified
4139,6086 MASON CT MAGALIA CA 95954,,No Visible Damage,unverified
4140,1951 HONEY RUN RD CHICO CA 95928,,Uncertain (Nearby features vary in damage),unverified
4141,1575 SYLVAN WAY PARADISE CA 95969,,Destroyed (>50%),unverified
4142,1835 DRENDEL CIR PARADISE CA 95968,,Uncertain (Nearby features vary in damage),unverified
4143,4496 Casa Sierra vista Paradise CA 95969,,Uncertain (Nearby features vary in damage),unverified
4144,6464 IMPERIAL WAY MAGALIA CA 95954,,No Visible Damage,unverified
4145,82 BLUE JAY LN PARADISE CA 95969,,Destroyed (>50%),unverified
4146,510 HORSESHOE HILL DR #A PARADISE CA 95969,,Destroyed (>50%),unverified
4147,333 VALLEY VIEW DR PARADISE CA 95969,,Destroyed (>50%),unverified
4148,1902 MARS WAY CHICO CA 95926,,No Visible Damage,unverified
4149,1389 COTTAGE LN PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4150,4318 BIG BEND RD #E oroville CA 95965,,No Visible Damage,unverified
4151,6700 machuga ln Paradise CA 95969,,Uncertain (Nearby features vary in damage),unverified
4152,5667 NEWMAN AVE PARADISE CA 95969,,Destroyed (>50%),unverified
4153,818 wagstaff rd Paradise CA 95969,,Uncertain (Nearby features vary in damage),unverified
4154,1551 SAWPECK WAY #B PARADISE CA 95969,,Destroyed (>50%),unverified
4155,6428 RIX LN PARADISE CA 95969,,Destroyed (>50%),unverified
4156,13649 SOUTH PARK DR MAGALIA CA 95954,,Destroyed (>50%),unverified
4157,13800 SKWY #B MAGALIA CA 95954,,Destroyed (>50%),unverified
4158,6265 PRENTIS CT MAGALIA CA 95954,,Destroyed (>50%),unverified
4159,5510 CLARK RD #7 PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4160,14983 JACK PINE WAY MAGALIA CA 95954,,No Visible Damage,unverified
4161,1030 BILLE RD PARADISE CA 95969,,Destroyed (>50%),unverified
4162,3853 PINKSTON CANYON RD YANKEE HILL CA 95965,,No Visible Damage,unverified
4163,823 REGNIER LN PARADISE CA 95969,,Destroyed (>50%),unverified
4164,512 B FIR ST PARADISE CA 95969,,Destroyed (>50%),unverified
4165,679 BUSCHMANN RD PARADISE CA 95969,,Destroyed (>50%),unverified
4166,7209 Skwy #12 Paradise CA 95969,,No Visible Damage,unverified
4167,4650 SKWY PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4168,6524 PONDEROSA WAY MAGALIA CA 95954,,Destroyed (>50%),unverified
4169,13363 CONCOW RD OROVILLE CA 95965,,Destroyed (>50%),unverified
4170,13929 W PARK DR MAGALIA CA 95954,,Destroyed (>50%),unverified
4171,13566 WICHITA DR MAGALIA CA 95954,,Destroyed (>50%),unverified
4172,1362 MERIAM RD PARADISE CA 95969,,Destroyed (>50%),unverified
4173,6377 SIMONSON CT MAGALIA CA 95954,,Destroyed (>50%),unverified
4174,4250 ISHI TRL YANKEE HILL CA 95965,,No Visible Damage,unverified
4175,5784 Bonnie Ln Paradise CA 95969,,Destroyed (>50%),unverified
4176,6774 INDIAN DR MAGALIA CA 95954,,Destroyed (>50%),unverified
4177,1660 KINGS ROW PARADISE CA 95969,,Destroyed (>50%),unverified
4178,6288 OAK WAY PARADISE CA 95969,,Destroyed (>50%),unverified
4179,5305 PALOS VERDE LN PARADISE CA 95969,,Destroyed (>50%),unverified
4180,998 BELLA VISTA AVE #6 PARADISE CA 95959,,Destroyed (>50%),unverified
4181,636 MORRIS LN PARADISE CA 95969,,Destroyed (>50%),unverified
4182,100 CHAPARRAL DR PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4183,1884 DRENDEL CIR PARADISE CA 95969,,Destroyed (>50%),unverified
4184,480 BOQUEST BLVD PARADISE CA 95969,,Destroyed (>50%),unverified
4185,6453 SHAW CIR MAGALIA CA 95954,,Destroyed (>50%),unverified
4186,5698 Scottwood Rd Paradise CA 95969,,Destroyed (>50%),unverified
4187,1871 DEAN RD PARADISE CA 95969,,Destroyed (>50%),unverified
4188,6272 MOUNTAIN MEADOW CT PARADISE CA 95969,,Destroyed (>50%),unverified
4189,5552 TRAVIS RD #F PARADISE CA 95969,,No Visible Damage,unverified
4190,1354 Elliott Rd #19 Paradise CA 95969,,Destroyed (>50%),unverified
4191,5597 SAWMILL RD PARADISE CA 95969,,Destroyed (>50%),unverified
4192,1678 KIMBLE LN PARADISE CA 95969,,Destroyed (>50%),unverified
4193,6264 PONDEROSA WAY MAGALIA CA 95954,,Destroyed (>50%),unverified
4194,13609 PAWN CT MAGALIA CA 95954,,Destroyed (>50%),unverified
4195,5256 ROSEHILL RD PARADISE CA 95969,,Destroyed (>50%),unverified
4196,"Homeless Paradise, Ca.95969 Chico CA 95969",,Destroyed (>50%),unverified
4197,732 BILLE RD PARADISE CA 95969,,Destroyed (>50%),unverified
4198,626 HILLCREST DR PARADISE CA 95969,,Destroyed (>50%),unverified
4199,1443 CARROLL LN PARADISE CA 95969,,Destroyed (>50%),unverified
4200,9289 Skwy #48 Paradise CA 95969,,No Visible Damage,unverified
4201,3475 NEAL RD PARADISE CA 95969,,Destroyed (>50%),unverified
4202,1604 ROWYN CIR PARADISE CA 95969,,Destroyed (>50%),unverified
4203,5862 FICKETT LN PARADISE CA 95969,,Destroyed (>50%),unverified
4204,5497 NEWLAND RD PARADISE CA 95969,,Destroyed (>50%),unverified
4205,5669 CHERRY LN PARADISE CA 95969,,Destroyed (>50%),unverified
4206,9289 Skwy #48 Paradise CA 95969,,No Visible Damage,unverified
4207,4670 SKWY PARADISE CA 95969,,Destroyed (>50%),unverified
4208,3050 SUNNYSIDE LN PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4209,9289 Skwy #48 Paradise CA 95969,,No Visible Damage,unverified
4210,3050 SUNNYSIDE LN PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4211,1460 KILCREASE CIR PARADISE CA 95969,,Affected (1-9%),unverified
4212,1348 ELLIOTT RD #2 PARADISE CA 95969,,Destroyed (>50%),unverified
4213,9289 Skwy #48 Paradise CA 95969,,No Visible Damage,unverified
4214,6218 WOODBURY DR MAGALIA CA 95954,,Destroyed (>50%),unverified
4215,5689 PENTZ RD PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4216,6760 INDIAN DR MAGALIA CA 95964,,Destroyed (>50%),unverified
4217,14042 PINELAND CIR MAGALIA CA 95954,,Destroyed (>50%),unverified
4218,1239 BILLE RD PARADISE CA 95969,,Destroyed (>50%),unverified
4219,6246 PONDEROSA WAY MAGALIA CA 95965,,Destroyed (>50%),unverified
4220,106 VALLEY RIDGE DR PARADISE CA 95969,,Destroyed (>50%),unverified
4221,5536 FEATHER RIVER PL PARADISE CA 95969,,Destroyed (>50%),unverified
4222,5587 BIEBERDORF LN PARADISR CA 95969,,Destroyed (>50%),unverified
4223,1844 MERRILL RD PARADISE CA 95969,,Destroyed (>50%),unverified
4224,565 RICH GULCH RD YANKEE HILL CA 95965,,No Visible Damage,unverified
4225,8030A SKWY #A  PARADISE CA 95969,,Destroyed (>50%),unverified
4226,1526 BIG PINE LN PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4227,6231 VIRGINIA WAY PARADISE CA 95969,,Destroyed (>50%),unverified
4228,6374 FOREST LN #B PARADISE CA 95969,,Destroyed (>50%),unverified
4229,2367 CLEARVIEW DR PARADISE CA 95969,,Destroyed (>50%),unverified
4230,6222 AZALEA LN PARADISE CA 95969,,Destroyed (>50%),unverified
4231,1546 GATE LN PARADISE CA 95969,,Destroyed (>50%),unverified
4232,8601 SKWY #A PARADISE CA 95969,,Destroyed (>50%),unverified
4233,1254 DEER LN PARADISE CA 95969,,Destroyed (>50%),unverified
4234,830 BILLE RD PARADISE CA 95969,,Destroyed (>50%),unverified
4235,441 VALLEY VIEW DR PARADISE CA 95969,,Destroyed (>50%),unverified
4236,6377 SIMONSON CT MAGALIA CA 95954,,Destroyed (>50%),unverified
4237,5220 FOSTER RD PARADISE CA 95969,,Destroyed (>50%),unverified
4238,899 BILLE RD PARADISE CA 95969,,Destroyed (>50%),unverified
4239,830 BILLE RD PARADISE CA 95969,,Destroyed (>50%),unverified
4240,14398 CLARION WAY MAGALIA CA 95954,,No Visible Damage,unverified
4241,1725 ELLIS DR PARADISE CA 95969,,Destroyed (>50%),unverified
4242,1260 FAWNBROOK PL PARADISE CA 95969,,Destroyed (>50%),unverified
4243,6517 SHAW CIR MAGALIA CA 95954,,Destroyed (>50%),unverified
4244,8494 Ridgecrest dr Paradise CA 95969,,Destroyed (>50%),unverified
4245,820 BILLE RD PARADISE CA 95969,,Destroyed (>50%),unverified
4246,6684 ISHI DR #B MAGALIA CA 95954,,Destroyed (>50%),unverified
4247,5845 QUEEN DR PARADISE CA 95969,,Destroyed (>50%),unverified
4248,5682 CHERRY LN PARADISE CA 95969,,Destroyed (>50%),unverified
4249,5188 SCOTTWOOD RD PARADISE CA 95969,,Destroyed (>50%),unverified
4250,14406 Holmwood dr Magalia CA 95954,,No Visible Damage,unverified
4251,5432 SCOTTWOOD RD PARADISE CA 95973,,Destroyed (>50%),unverified
4252,14065 temple cir Magalia CA 95954,,Destroyed (>50%),unverified
4253,6670 DOLORES DR PARADISE CA 95969,,Destroyed (>50%),unverified
4254,5623 WILSON LN PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4255,5923 HAZEL WAY PARADISE CA 95968,,Destroyed (>50%),unverified
4256,14406 Holmwood dr Magalia CA 95954,,No Visible Damage,unverified
4257,460 PINTAIL CT PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4258,460 PINTAIL CT PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4259,5941 CAMINO LN #14 PARADISE CA 95969,,Destroyed (>50%),unverified
4260,6481 ROCKY LN PARADISE CA 95969,,Destroyed (>50%),unverified
4261,1220 Elliott rd #40 Paradise CA 95969,,Destroyed (>50%),unverified
4262,14222 DECATUR DR MAGALIA CA 95954,,Destroyed (>50%),unverified
4263,7209 skwy #27 Paradise CA 95969,,No Visible Damage,unverified
4264,7357 SKWY #B PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4265,7215 SKWY #Cabin A PARADISE CA 95969,,Destroyed (>50%),unverified
4266,14856 upland rd Magalia CA 95954,,No Visible Damage,unverified
4267,6790 REXDALE LN PARADISE CA 95969,,Destroyed (>50%),unverified
4268,1146 ELLOITT RD #12 PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4269,5223 Edgewood ln Paradise CA 95959,,Destroyed (>50%),unverified
4270,6795 CLARK RD PARADISE CA 95969,,Destroyed (>50%),unverified
4271,5355 BLACK OLIVE DR PARADISE CA 95969,,Destroyed (>50%),unverified
4272,14823 GLENWOOD DR MAGALIA CA 95954,,No Visible Damage,unverified
4273,6127 CLIFF DR PARADISE CA 95969,,Destroyed (>50%),unverified
4274,5964 kibler rd Paradise CA 95969,,Destroyed (>50%),unverified
4275,6623 PENTZ RD #B PARADISE CA 95969,,Destroyed (>50%),unverified
4276,13943 CARVER DR MAGALIA CA 95954,,Destroyed (>50%),unverified
4277,13943 CARVER DR MAGALIA CA 95954,,Destroyed (>50%),unverified
4278,5340 SOUTH LIBBY RD PARADISE CA 95969,,Destroyed (>50%),unverified
4279,998 BELLA VISTA AVE #3 PARADISE CA 95969,,Destroyed (>50%),unverified
4280,7209 SKWY #24 PARADISE CA 95969,,No Visible Damage,unverified
4281,1354 ELLIOT RD #01 PARADISE CA 95969,,Destroyed (>50%),unverified
4282,5633 CHERRY LN PARADISE CA 95969,,Destroyed (>50%),unverified
4283,6902 FARBER LN #A PARADISE CA 95969,,Destroyed (>50%),unverified
4284,6138 CLARK RD #4 PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4285,13545 WICHITA DR MAGALIA CA 95954,,Destroyed (>50%),unverified
4286,6035 MAXWELL DR PARADISE CA 95969,,Destroyed (>50%),unverified
4287,5081 WILDERNESS WAY #1H PARADISE CA 95954,,Destroyed (>50%),unverified
4288,1281 BENNETT RD #2nd House PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4289,13751 EUREKA DR MAGALIA CA 95954,,Destroyed (>50%),unverified
4290,6120 LOIS DR PARADISE CA 95969,,Destroyed (>50%),unverified
4291,6207 FORGOTTEN WAY PARADISE CA 95969,,Destroyed (>50%),unverified
4292,14351 WINCHESTER LN MAGALIA CA 95954,,Destroyed (>50%),unverified
4293,1431 ELLIOTT RD PARADISE CA 95969,,Destroyed (>50%),unverified
4294,6226 BREVARD CIR MAGALIA CA 95954,,Destroyed (>50%),unverified
4295,5734 BLACK OLIVE DR PARADISE CA 95969,,Destroyed (>50%),unverified
4296,840 B ELLIOTT RD PARADISE CA 95969,,Destroyed (>50%),unverified
4297,851 CENTRAL PARK PARADISE CA 95969,,Destroyed (>50%),unverified
4298,5199 NEWSOME RANCH RD OROVILLE CA 95965,,No Visible Damage,unverified
4299,163 ROCKYTOP RD #163 Rockytop Rd OROVILLE CA 95965,,Uncertain (Nearby features vary in damage),unverified
4300,4886 PENTZ RD PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4301,5921 camino ln #12 Paradise CA 95969,,Uncertain (Nearby features vary in damage),unverified
4302,5899 CRESTMOOR DR PARADISE CA 95969,,Destroyed (>50%),unverified
4303,9289 SKWY #67 PARADISE CA 95969,,No Visible Damage,unverified
4304,1038 RAINBOW LN PARADISE CA 95969,,Destroyed (>50%),unverified
4305,8465 SKWY #3 PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4306,13929 CLUSTER CT MAGALIA CA 95954,,Destroyed (>50%),unverified
4307,8991 SKWY PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4308,1006 wagstaff rd Paradise CA 95969,,Destroyed (>50%),unverified
4309,4009 NEAL RD PARADISE CA 95969,,Destroyed (>50%),unverified
4310,14141 RACINE CIR MAGALIA CA 95954,,Destroyed (>50%),unverified
4311,518 FIR ST PARADISE CA 95969,,Destroyed (>50%),unverified
4312,14874 Nimshew rd Magalia CA 95954,,No Visible Damage,unverified
4313,1354 ELLIOTT RD #18 PARADISE CA 95969,,Destroyed (>50%),unverified
4314,12112 GRANITE RIDGE RD OROVILLE CA 95965,,Destroyed (>50%),unverified
4315,13721 EUREKA DR MAGALIA CA 95954,,Destroyed (>50%),unverified
4316,6108 Clark Rd #1 Paradise CA 95969,,Uncertain (Nearby features vary in damage),unverified
4317,6915 CLARK RD PARADISE CA 95969,,Destroyed (>50%),unverified
4318,6324 OBERLIN CT MAGALIA CA 95954,,No Visible Damage,unverified
4319,6420 MOSS LN PARADISE CA 95969,,Destroyed (>50%),unverified
4320,13741 CANYON DR MAGALIA CA 95954,,Destroyed (>50%),unverified
4321,5888 Maxwell dr Paradise CA 95969,,Destroyed (>50%),unverified
4322,1766 HEYNEN RD PARADISE CA 95969,,Destroyed (>50%),unverified
4323,6210 STENSON LN PARADISE CA 95969,,Destroyed (>50%),unverified
4324,5427 EDGEWOOD LN #10 PARADISE CA 95969,,Destroyed (>50%),unverified
4325,13620 JENNIFER CT MAGALIA CA 95954,,Destroyed (>50%),unverified
4326,851 CENTRAL PARK PARADISE CA 95969,,Destroyed (>50%),unverified
4327,5586 SAWMILL RD PARADISE CA 95969,,Destroyed (>50%),unverified
4328,6332 Spar Way Magalia CA 95954,,No Visible Damage,unverified
4329,13768 SURCEASE MINE RD YANKEE HILL CA 95967,,No Visible Damage,unverified
4330,449 APPLE LN PARADISE CA 95969,,Destroyed (>50%),unverified
4331,14859 NORTHWOOD DR MAGALIA CA 95954,,No Visible Damage,unverified
4332,1164 ELLIOTT RD PARADISE CA 95969,,Destroyed (>50%),unverified
4333,6306 GRAHAM RD PARADISE CA 95969,,Destroyed (>50%),unverified
4334,1454 SEAN CT PARADISE CA 95969,,Destroyed (>50%),unverified
4335,1280 Wagstaff rd Paradise CA 95969,,Destroyed (>50%),unverified
4336,1522 NUNNELEY RD PARADISE CA 95969,,Destroyed (>50%),unverified
4337,6332 Spar Way Magalia CA 95954,,No Visible Damage,unverified
4338,2037 7th St Oroville CA 95965,,No Visible Damage,unverified
4339,1457 TOBIE LN PARADISE CA 95969,,Destroyed (>50%),unverified
4340,13494 Auroa Ct #B Magalia CA 95954,,Destroyed (>50%),unverified
4341,568 CASTLE DR PARADISE CA 95969,,Destroyed (>50%),unverified
4342,979 VILLAGE PKWY #E PARADISE CA 95969,,Destroyed (>50%),unverified
4343,6216 CALVARY CT MAGALIA CA 95954,,Destroyed (>50%),unverified
4344,7726 SKWY #17 PARADISE CA 95969,,No Visible Damage,unverified
4345,520 FIR ST PARADISE CA 95969,,Destroyed (>50%),unverified
4346,1420 JUNIPER LN PARADISE CA 95969,,Destroyed (>50%),unverified
4347,5959 SELBY LN PARADISE CA 95969,,Destroyed (>50%),unverified
4348,1040 BUSCHMANN RD #96 PARADISE CA 95969,,Destroyed (>50%),unverified
4349,1077 SHADOWBROOK WAY #18 PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4350,5530 FOSTER RD PARADISE CA 95969,,Destroyed (>50%),unverified
4351,11121 YANNKK VISTA CIR OROVILLE CA 95965,,Uncertain (Nearby features vary in damage),unverified
4352,6418 VENTURA DR MAGALIA CA 95954-9561,,Destroyed (>50%),unverified
4353,506 MONTGOMERY PL PARADISE CA 95969,,Destroyed (>50%),unverified
4354,13746 ENDICOT CIR MAGALIA CA 95954,,Destroyed (>50%),unverified
4355,1955 STEARNS RD PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4356,14243 SHERWOOD CIR MAGALIA CA 95954,,Uncertain (Nearby features vary in damage),unverified
4357,1829 ARROWHEAD DR PARADISE CA 95969,,Affected (1-9%),unverified
4358,840 SUN RIVER CT PARADISE CA 95969,,Destroyed (>50%),unverified
4359,8465 SKWY #2 PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4360,6780 INDIAN DR #2 MAGALIA CA 95954,,Uncertain (Nearby features vary in damage),unverified
4361,14212 WINGATE CIR MAGALIA CA 95954,,Destroyed (>50%),unverified
4362,6087 MARTY CT PARADISE CA 95969,,Destroyed (>50%),unverified
4363,1077 SHADOWBROOK WAY #30 PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4364,2206 DE MILLE RD PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4365,1921 MERRILL RD PARADISE CA 95969,,Destroyed (>50%),unverified
4366,988 BELLA VISTA AVE #PARADISE CA 95969,,Destroyed (>50%),unverified
4367,3375 NEAL RD PARADISE CA 95969,,Destroyed (>50%),unverified
4368,1648 NELSON LN PARADISE CA 95969,,Destroyed (>50%),unverified
4369,5914 PLNE VIEW DR PARADISE CA 95969,,Destroyed (>50%),unverified
4370,561 SHOCK WAY PARADISE CA 95969,,Affected (1-9%),unverified
4371,13857 TULSA CT MAGALIA CA 95954,,Destroyed (>50%),unverified
4372,14804 WOOD DR MAGALIA CA 95954,,No Visible Damage,unverified
4373,900 CENTRAL PARK DR PARADISE CA 95969,,Destroyed (>50%),unverified
4374,13749 SO PARK DR MAGALIA CA 95954,,Uncertain (Nearby features vary in damage),unverified
4375,5797 COPELAND RD PARADISE CA 95969,,Destroyed (>50%),unverified
4376,5628 JEWELL RD PARADISE CA 95969,,Destroyed (>50%),unverified
4377,6158 TYDEN WAY PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4378,1519 WARREN RD #A PARADISE CA 95969,,Destroyed (>50%),unverified
4379,6920 CLARK RD PARADISE CA 95969,,No Visible Damage,unverified
4380,14360 skwy #A13 Magaila CA 95954,,Uncertain (Nearby features vary in damage),unverified
4381,270 Tranquil Dr Paradise CA 95969,,Destroyed (>50%),unverified
4382,Campfire Apt Paradise CA 95969,,Destroyed (>50%),unverified
4383,1328 BILLE RD PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
4384,1390 DELIA WAY PARADISE CA 95969,,Destroyed (>50%),unverified
4385,823 REGNIER LN PARADISE CA 95969,,Destroyed (>50%),unverified
4386,14842 WOOD DR MAGALIA CA 95954,,No Visible Damage,unverified
4387,1350 ORPUT LN PARADIS CA 95969,,Destroyed (>50%),unverified
4388,5084 PENTZ RD #24 PARADISE CA 95969,,Destroyed (>50%),unverified
4389,1746 ARANY CT #PARADISE CA 95969,,Destroyed (>50%),unverified
4390,6123 OLIVER RD PARADISE CA 95969,,Destroyed (>50%),unverified
4391,6656 PENTZ RD #H PARADISE CA 95969,,Destroyed (>50%),unverified
4392,15042 TOREY PINE RD MAGALIA CA 95954,,No Visible Damage,unverified
4393,1491 SHERWOOD CIR MAGALIA CA 95954,,Uncertain (Nearby features vary in damage),unverified
4394,5803 COPELAND RD PARADISE CA 95969,,Destroyed (>50%),unverified
4395,5883 FICKETT LN PARADISE CA 95969,,Destroyed (>50%),unverified
4396,1519 WARREN RD #A PARADISE CA 95969,,Destroyed (>50%),unverified
4397,6148 CLARK RD #3 PARADISE CA 95956,,Uncertain (Nearby features vary in damage),unverified
4398,6498 SIMON WAY PARADISE CA 95969,,Destroyed (>50%),unverified
